,gender,age,married,number_of_dependents,city,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
109,Female,73,Yes,0,Oceano,1,58,no_offer,Yes,16.94,No,Yes,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,0.0,0,982.52,7188.02,Churned
110,Male,26,Yes,0,Armona,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,0.0,100,20.2,975.5,Churned
111,Female,59,No,0,Clarksburg,0,9,no_offer,Yes,9.27,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,0.0,0,83.43,717.28,Stayed
112,Female,78,Yes,0,Irvine,1,6,no_offer,Yes,28.71,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,0.0,0,172.26,647.16,Churned
113,Female,47,Yes,1,Scotts Valley,7,69,no_offer,Yes,38.92,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,0.0,40,2685.48,8574.08,Stayed
114,Female,68,No,0,Salida,0,66,no_offer,Yes,10.45,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,0.0,0,689.7,7161.55,Stayed
115,Female,30,No,0,Mckinleyville,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,0.0,0,714.7,8842.3,Churned
116,Male,62,No,0,Atherton,0,25,Offer C,Yes,5.57,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Bank Withdrawal,25.3,0.0,0,139.25,815.6,Churned
117,Female,52,Yes,2,Huntington Beach,1,46,Offer B,Yes,24.33,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,19.25,0.0,0,1119.18,1983.38,Stayed
118,Female,63,Yes,0,Calimesa,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,0.0,0,615.6,6665.1,Stayed
119,Female,54,No,0,Daly City,0,15,no_offer,Yes,22.39,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,0.0,0,335.85,1918.6,Churned
120,Female,48,Yes,1,Middletown,0,12,Offer D,Yes,8.25,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,19.4,0.0,0,99.0,297.1,Stayed
121,Female,51,No,0,Berkeley,0,22,no_offer,No,0.0,,Yes,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,0.0,0,0.0,1098.85,Stayed
122,Female,22,Yes,0,Lost Hills,9,70,no_offer,No,0.0,,Yes,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,1.01,0,0.0,4038.29,Stayed
123,Male,52,No,0,Garden Grove,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,0.0,130,741.9,3310.5,Stayed
124,Male,22,Yes,1,Indio,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,16.99,0,2012.14,9108.9,Stayed
125,Male,33,Yes,0,Oxnard,2,30,no_offer,Yes,9.81,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,19.8,0.0,0,294.3,870.95,Stayed
126,Male,26,Yes,0,San Diego,5,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,0.0,0,115.08,486.98,Churned
127,Male,58,No,0,Escondido,0,2,Offer E,Yes,14.14,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,0.0,0,28.28,195.58,Churned
128,Male,22,No,1,Moreno Valley,0,10,no_offer,Yes,7.86,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Bank Withdrawal,19.95,0.0,0,78.6,298.1,Stayed
129,Male,66,No,0,Chino,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,0.0,0,145.6,419.0,Stayed
130,Male,69,No,0,Sacramento,0,52,Offer B,No,0.0,,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,0.0,0,0.0,2555.05,Stayed
131,Male,25,No,0,San Diego,0,5,no_offer,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,0.0,0,110.05,333.2,Churned
132,Male,30,Yes,3,Turlock,1,8,Offer E,Yes,2.87,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,20.15,0.0,0,22.96,188.46,Stayed
133,Female,73,No,0,Calexico,0,2,Offer E,Yes,23.91,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,0.0,0,47.82,137.12,Joined
134,Male,46,No,0,Groveland,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,0.0,0,41.16,276.21,Joined
135,Male,40,No,0,Los Gatos,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,0.0,0,225.15,1369.75,Stayed
136,Male,53,No,0,Clovis,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,0.0,0,263.52,5171.77,Stayed
137,Male,76,Yes,0,Hyampom,2,63,Offer B,No,0.0,,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,0.0,0,0.0,2298.9,Stayed
138,Male,38,Yes,0,Woodland Hills,1,66,no_offer,No,0.0,,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,0.0,0,0.0,3789.2,Stayed
139,Male,23,No,0,Temecula,0,1,no_offer,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,0.0,0,44.56,120.46,Churned
140,Female,24,No,0,Livingston,0,60,no_offer,Yes,15.29,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,0.0,0,917.4,5682.4,Stayed
141,Female,43,Yes,3,Tulare,3,48,no_offer,No,0.0,,Yes,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,0.0,0,0.0,2196.3,Stayed
142,Female,45,No,0,Buellton,0,1,Offer E,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,0.0,0,33.34,118.89,Churned
143,Male,49,No,0,Palmdale,0,15,no_offer,Yes,48.93,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,0.0,0,733.95,2178.6,Churned
144,Female,62,Yes,0,Midway City,4,50,Offer B,Yes,34.57,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,0.0,0,1728.5,7134.3,Stayed
145,Male,25,Yes,1,Folsom,10,72,Offer A,Yes,33.75,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,0.0,0,2430.0,8769.3,Stayed
146,Female,37,No,0,Oakland,0,46,no_offer,Yes,43.27,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,0.0,100,1990.42,5938.02,Stayed
147,Female,35,Yes,1,San Anselmo,4,72,no_offer,Yes,30.0,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,0.0,0,2160.0,8893.0,Stayed
148,Male,37,Yes,3,Duarte,2,1,no_offer,Yes,34.28,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.7,0.0,0,34.28,53.98,Joined
149,Female,19,No,0,Lake Elsinore,0,1,no_offer,Yes,29.13,Yes,Yes,Cable,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,0.0,0,29.13,79.23,Joined
150,Female,69,No,0,San Clemente,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,0.0,0,172.19,6313.04,Stayed
151,Female,44,Yes,1,Los Angeles,5,48,no_offer,Yes,8.94,Yes,Yes,DSL,27.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,0.0,0,429.12,4299.42,Stayed
152,Female,19,No,0,Downey,0,72,no_offer,Yes,41.91,No,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,0.0,0,3017.52,10641.72,Stayed
153,Male,64,Yes,0,Bodega Bay,6,52,Offer B,Yes,41.34,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,0.0,0,2149.68,6504.13,Stayed
154,Female,44,Yes,3,Challenge,1,67,Offer A,Yes,46.9,No,Yes,Cable,28.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,0.0,0,3142.3,6574.05,Stayed
155,Female,58,Yes,0,Ludlow,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,0.0,0,471.8,2698.9,Churned
156,Female,29,Yes,1,Santa Clara,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,0.0,0,1064.96,3110.51,Stayed
157,Female,80,Yes,0,Perris,2,27,no_offer,Yes,7.02,No,Yes,Cable,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,0.0,0,189.54,2118.89,Churned
158,Male,22,No,0,Fortuna,0,3,no_offer,Yes,31.48,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,0.0,0,94.44,362.89,Joined
159,Male,22,No,0,San Diego,0,2,Offer E,Yes,40.43,Yes,Yes,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,0.0,0,80.86,262.36,Churned
160,Female,50,No,2,San Dimas,0,9,no_offer,Yes,35.49,No,Yes,Cable,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,0.0,0,319.41,970.81,Churned
161,Male,53,Yes,2,Rescue,10,50,Offer B,Yes,44.49,Yes,Yes,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,0.0,0,2224.5,5711.15,Stayed
162,Female,45,Yes,2,Clio,1,71,no_offer,Yes,31.03,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,20.1,0.0,0,2203.13,3592.73,Stayed
163,Male,76,Yes,0,San Diego,2,32,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,0.0,0,1514.88,3818.23,Churned
164,Female,57,Yes,3,Lotus,10,16,Offer D,Yes,27.27,No,Yes,Fiber Optic,76.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,0.0,0,436.32,1959.02,Stayed
165,Female,45,Yes,3,San Marcos,8,67,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,0.0,0,1191.93,7909.83,Stayed
166,Male,43,Yes,1,Lompoc,1,72,no_offer,Yes,15.94,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,0.0,0,1147.68,9206.23,Stayed
167,Female,41,No,0,Pilot Hill,0,3,Offer E,Yes,24.63,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,19.75,0.0,0,73.89,132.74,Churned
168,Male,22,Yes,3,San Francisco,1,23,no_offer,Yes,48.02,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,24.35,0.0,0,1104.46,1642.96,Stayed
169,Male,62,Yes,2,Mission Hills,1,72,no_offer,Yes,28.37,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,25.24,0,2042.64,7119.75,Stayed
170,Male,21,Yes,2,Los Angeles,9,7,Offer E,No,0.0,,Yes,Cable,47.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3.0,0.0,0,0.0,465.7,Stayed
171,Male,49,Yes,3,Harbor City,10,8,Offer E,Yes,1.56,No,Yes,DSL,57.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,0.0,0,12.48,487.58,Stayed
172,Male,33,Yes,4,San Francisco,9,66,Offer A,No,0.0,,Yes,Cable,23.0,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,0.0,110,0.0,3474.55,Stayed
173,Male,30,No,0,Inglewood,0,5,Offer E,Yes,34.26,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,21.05,0.0,0,171.3,285.15,Churned
174,Male,38,No,1,Los Angeles,0,49,no_offer,Yes,44.33,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,0.0,0,2172.17,7208.47,Churned
175,Male,56,Yes,0,Pescadero,2,63,Offer B,Yes,38.36,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,19.95,0.0,0,2416.68,3651.48,Stayed
176,Female,70,Yes,1,Aromas,1,12,Offer D,No,0.0,,Yes,DSL,14.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,0.0,0,0.0,355.9,Stayed
177,Male,54,Yes,6,Badger,5,27,no_offer,Yes,36.19,No,Yes,DSL,53.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,0.0,0,977.13,2487.43,Stayed
178,Female,57,No,0,Parlier,0,35,no_offer,Yes,44.81,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,0.0,0,1568.35,3550.95,Stayed
179,Female,40,Yes,2,Death Valley,7,54,Offer B,Yes,4.33,Yes,Yes,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,0.0,0,233.82,4757.87,Stayed
180,Male,56,No,0,La Puente,0,1,no_offer,Yes,5.59,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,0.0,0,5.59,101.04,Churned
181,Male,38,No,0,Riverdale,0,5,Offer E,Yes,13.96,No,Yes,DSL,5.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,0.0,0,69.8,387.9,Stayed
182,Male,61,No,0,San Francisco,0,19,no_offer,Yes,41.79,No,Yes,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,0.0,60,794.01,2085.86,Stayed
183,Male,35,Yes,2,Berry Creek,1,52,no_offer,No,0.0,,Yes,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,27.01,0,0.0,2526.99,Stayed
184,Female,61,Yes,3,Fulton,8,72,no_offer,No,0.0,,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,0.0,0,0.0,4684.3,Stayed
185,Male,50,No,0,Capitola,0,32,no_offer,Yes,14.91,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,20.05,9.73,0,477.12,1081.84,Stayed
186,Female,47,Yes,0,San Diego,1,8,no_offer,Yes,16.88,No,Yes,Fiber Optic,6.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,0.0,0,135.04,977.94,Churned
187,Male,35,No,0,Claremont,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,0.0,140,1539.55,4211.35,Stayed
188,Male,32,No,0,Glendale,0,5,no_offer,Yes,21.01,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,19.25,0.0,0,105.05,191.1,Stayed
189,Female,54,No,1,Gardena,0,11,no_offer,No,0.0,,Yes,DSL,17.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,0.0,100,0.0,502.6,Stayed
190,Male,61,No,0,Fallbrook,0,5,no_offer,Yes,31.09,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,0.0,0,155.45,608.85,Churned
191,Female,62,No,0,San Francisco,0,16,Offer D,Yes,41.51,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,19.05,0.0,0,664.16,990.81,Stayed
192,Male,80,No,0,San Diego,0,71,no_offer,Yes,6.1,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,0.0,0,433.1,7815.95,Stayed
193,Female,23,No,0,Santa Ana,0,11,no_offer,No,0.0,,Yes,DSL,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,0.0,0,0.0,422.6,Stayed
194,Female,63,Yes,0,Snelling,1,61,no_offer,Yes,49.33,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,0.0,0,3009.13,9019.18,Churned
195,Female,50,Yes,0,Darwin,2,71,no_offer,Yes,23.06,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,0.0,0,1637.26,7683.36,Stayed
196,Male,56,No,0,San Bernardino,0,9,no_offer,Yes,40.74,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.85,0.0,0,366.66,545.46,Stayed
197,Female,63,No,0,Garberville,0,6,no_offer,Yes,39.16,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,0.0,0,234.96,549.56,Stayed
198,Female,58,No,0,Long Beach,0,26,no_offer,Yes,38.09,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,0.0,50,990.34,3314.69,Churned
199,Female,29,No,0,Upland,0,6,Offer E,Yes,6.98,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,0.0,0,41.88,364.78,Stayed
200,Male,54,No,0,El Dorado Hills,0,11,no_offer,Yes,30.57,No,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,0.0,0,336.27,1225.02,Stayed
201,Male,25,Yes,0,Santa Rosa,1,1,no_offer,Yes,43.67,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,0.0,0,43.67,124.22,Churned
202,Female,31,Yes,0,Malibu,10,49,no_offer,Yes,2.82,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,20.15,0.0,0,138.18,1111.53,Stayed
203,Female,25,Yes,2,Santa Rosa,9,3,Offer E,Yes,11.47,No,Yes,DSL,51.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,0.0,0,34.41,203.01,Joined
204,Female,46,No,0,Riverdale,0,53,Offer B,Yes,43.57,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,0.0,0,2309.21,7733.46,Stayed
205,Male,28,Yes,0,Oxnard,1,23,no_offer,Yes,37.95,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,0.0,0,872.85,3204.15,Churned
206,Male,63,No,0,Palmdale,0,2,no_offer,Yes,25.49,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,0.0,0,50.98,140.48,Churned
207,Male,37,No,0,Covina,0,1,no_offer,Yes,11.35,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,0.0,0,11.35,59.9,Churned
208,Male,44,No,1,San Lucas,0,3,no_offer,Yes,33.87,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,26.4,0.0,0,101.61,222.86,Joined
209,Female,74,Yes,0,Palmdale,1,68,no_offer,Yes,21.33,Yes,Yes,Cable,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,0.0,0,1450.44,8302.09,Churned
210,Male,44,No,0,Hoopa,0,8,no_offer,Yes,19.49,No,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,0.0,80,155.92,976.22,Churned
211,Female,21,Yes,0,Long Beach,9,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,0.0,80,1166.2,8228.7,Stayed
212,Male,62,Yes,3,Samoa,9,39,Offer C,Yes,17.29,Yes,Yes,Fiber Optic,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,0.0,0,674.31,4509.86,Stayed
213,Female,43,No,0,Burnt Ranch,0,1,no_offer,Yes,17.37,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,0.0,0,17.37,87.47,Churned
214,Female,40,No,0,Garden Grove,0,3,no_offer,Yes,30.18,No,Yes,Fiber Optic,7.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,0.0,0,90.54,405.84,Churned
215,Male,48,Yes,0,Milford,8,60,Offer B,Yes,19.22,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,0.0,0,1153.2,7310.8,Stayed
216,Female,55,Yes,0,Anderson,1,5,Offer E,Yes,17.08,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,0.0,0,85.4,415.55,Churned
217,Male,77,No,0,San Diego,0,3,Offer E,Yes,9.22,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,0.0,0,27.66,261.36,Churned
218,Female,41,Yes,0,San Diego,0,55,no_offer,Yes,35.38,Yes,Yes,Cable,13.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,44.53,150,1945.9,5513.47,Stayed
219,Male,43,No,0,Santa Margarita,0,72,no_offer,No,0.0,,Yes,DSL,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,0.0,0,0.0,4390.25,Stayed
220,Male,69,Yes,0,Orange,7,72,Offer A,Yes,5.27,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,0.0,140,379.44,5880.19,Stayed
